claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",-0.870161710874372,0.0004954180897534654,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",-0.9269406392694064,4.054100104760454e-05,11
R2_partial_control_step,"partial(rsa,norm|step)",-0.7636363636363637,0.006233059747904751,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",-0.8904109589041096,0.00023811663394271532,11
R2_partial_control_step,"partial(rsa,gini|step)",-0.4272727272727273,0.189943724965427,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",-0.8812785388127855,0.0003367352264241779,11
R2_partial_control_step,"partial(rsa,hoyer|step)",-0.6363636363636364,0.03528698122006228,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.7625570776255707,0.006351398215505363,11
R2_partial_control_step,"partial(rsa,per|step)",-0.20000000000000004,0.5554454421055854,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.7899543378995434,0.0038180124412002673,11
R2_partial_control_step,"partial(rsa,condition_number|step)",0.36363636363636365,0.2716375409938228,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",0.4424242424242424,0.20042268671194224,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",0.33333333333333326,0.34659350708733405,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",-0.8356164383561645,0.0013592497462267016,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",-0.8264840182648403,0.0017096443116008271,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",-0.771689497716895,0.005400484821024164,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.7351598173515982,0.009942676974030604,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.7077625570776256,0.014821851523799827,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.32121212121212117,0.3654683104386702,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",0.8538812785388127,0.0008225551857995721,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",0.8082191780821917,0.0026080695284828345,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",0.7534246575342466,0.007419764141631383,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.8173515981735161,0.0021235836321157435,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.8630136986301371,0.0006237775725749737,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",-0.726027397260274,0.011414397784037062,11
