claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",-0.6727272727272727,0.023313039833185972,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",0.20909090909090913,0.5372209352113229,11
R2_partial_control_step,"partial(rsa,norm|step)",0.5,0.11730680301423815,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",0.24545454545454545,0.4669223669820163,11
R2_partial_control_step,"partial(rsa,gini|step)",0.009090909090909092,0.9788365001441937,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",0.3272727272727273,0.32589494101284167,11
R2_partial_control_step,"partial(rsa,hoyer|step)",0.08181818181818183,0.8109903943000458,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.5090909090909091,0.10973723224165641,11
R2_partial_control_step,"partial(rsa,per|step)",0.1272727272727273,0.7092146257733047,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.24545454545454545,0.4669223669820163,11
R2_partial_control_step,"partial(rsa,condition_number|step)",0.06363636363636364,0.8525390725425217,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",-0.2121212121212121,0.5563057751029299,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",0.16363636363636364,0.6514773427962428,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",0.08181818181818183,0.8109903943000458,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",0.3727272727272728,0.25892587368422215,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",0.5090909090909091,0.10973723224165641,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.6181818181818182,0.042645569805326695,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.21818181818181823,0.519248247554982,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.07878787878787878,0.8287173946974606,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",0.24545454545454545,0.4669223669820163,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",-0.5090909090909091,0.10973723224165641,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",-0.3090909090909091,0.3550284397015071,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.5727272727272729,0.06554305260101842,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.13636363636363638,0.6893090205863619,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",-0.46363636363636374,0.15090149929248603,11
