claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",0.20909090909090913,0.5372209352113229,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",-0.3454545454545455,0.2980892209030388,11
R2_partial_control_step,"partial(rsa,norm|step)",-0.30000000000000004,0.37008312228206786,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",0.19090909090909092,0.5739131682855215,11
R2_partial_control_step,"partial(rsa,gini|step)",0.2545454545454546,0.4500365768888285,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",0.29090909090909095,0.38545696969136556,11
R2_partial_control_step,"partial(rsa,hoyer|step)",0.36363636363636365,0.2716375409938228,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.018181818181818184,0.9576852410216187,11
R2_partial_control_step,"partial(rsa,per|step)",0.045454545454545456,0.8944269969053026,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.13636363636363638,0.6893090205863619,11
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.19090909090909092,0.5739131682855215,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",0.06666666666666665,0.8548130882487426,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",-0.01818181818181818,0.9602404181286243,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",-0.5727272727272729,0.06554305260101842,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",-0.28181818181818186,0.4011448979604785,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",-0.05454545454545456,0.8734465775233149,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.27272727272727276,0.41714143714253127,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.3545454545454546,0.2846927409558867,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.709090909090909,0.021665923367532435,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",-0.3090909090909091,0.3550284397015071,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",-0.5363636363636364,0.08895341813596276,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",-0.41818181818181827,0.20057021703405067,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.17272727272727276,0.6115423848512369,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.13636363636363638,0.6893090205863619,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",-0.13636363636363638,0.6893090205863619,11
