claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",0.5968124823274489,0.052575930923091416,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",0.5981735159817352,0.051900415968661746,11
R2_partial_control_step,"partial(rsa,norm|step)",0.28181818181818186,0.4011448979604785,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",0.6712328767123288,0.023738098608714602,11
R2_partial_control_step,"partial(rsa,gini|step)",-0.08181818181818183,0.8109903943000458,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",0.634703196347032,0.03591918431946744,11
R2_partial_control_step,"partial(rsa,hoyer|step)",0.018181818181818184,0.9576852410216187,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",-0.46118721461187223,0.15335821873323097,11
R2_partial_control_step,"partial(rsa,per|step)",0.06363636363636364,0.8525390725425217,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",0.5068493150684932,0.11157345094204645,11
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.33636363636363636,0.31182431390038623,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",-0.6121212121212121,0.05997214247725524,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",-0.43030303030303024,0.21449233253280775,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",-0.589041095890411,0.05654857743175688,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",-0.6073059360730594,0.047520939881546084,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",-0.6621004566210046,0.02645585924006704,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.7351598173515982,0.009942676974030604,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.6986301369863014,0.016775102668839848,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.32121212121212117,0.3654683104386702,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",0.8157028486556083,0.0022056251024702876,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",0.8986556807222803,0.0001695396494479161,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",0.9216981340741337,5.495066906057281e-05,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.8295283206667203,0.0015861168109465,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.8295283206667203,0.0015861168109465,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",0.6037122778185576,0.04921269640216942,11
