claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",0.19590028045862823,0.5637442329087623,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",0.25114155251141557,0.45632551724949055,11
R2_partial_control_step,"partial(rsa,norm|step)",0.2545454545454546,0.4500365768888285,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",0.3607305936073059,0.2757731816180952,11
R2_partial_control_step,"partial(rsa,gini|step)",0.5636363636363637,0.07095173447637536,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",0.30593607305936077,0.3602164330379488,11
R2_partial_control_step,"partial(rsa,hoyer|step)",-0.02727272727272728,0.9365584481926122,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.0228310502283105,0.9468768459896098,11
R2_partial_control_step,"partial(rsa,per|step)",0.3545454545454546,0.2846927409558867,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",0.004566210045662101,0.9893691652069592,11
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.36363636363636365,0.2716375409938228,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",-0.05454545454545454,0.8810361811618526,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",-0.006060606060606061,0.9867429111949892,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",-0.8356164383561645,0.0013592497462267016,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",-0.8264840182648403,0.0017096443116008271,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",-0.771689497716895,0.005400484821024164,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.7351598173515982,0.009942676974030604,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.7077625570776256,0.014821851523799827,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.32121212121212117,0.3654683104386702,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",0.8538812785388127,0.0008225551857995721,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",0.8082191780821917,0.0026080695284828345,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",0.7534246575342466,0.007419764141631383,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.8173515981735161,0.0021235836321157435,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.8630136986301371,0.0006237775725749737,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",0.25114155251141557,0.45632551724949055,11
