claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",0.33333333333333337,0.38071318167686347,9
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",-0.43333333333333335,0.2439524358800516,9
R2_partial_control_step,"partial(rsa,norm|step)",-0.6610936529170212,0.05252286046708899,9
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",-0.6333333333333333,0.06708578689234565,9
R2_partial_control_step,"partial(rsa,gini|step)",-0.6610936529170212,0.05252286046708899,9
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",0.4666666666666666,0.20538635110581185,9
R2_partial_control_step,"partial(rsa,hoyer|step)",0.34309923758984645,0.36602924302380374,9
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.43333333333333335,0.2439524358800516,9
R2_partial_control_step,"partial(rsa,per|step)",0.326362689414732,0.39136044929979796,9
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.33333333333333337,0.38071318167686347,9
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.41709781614783614,0.26404106366130914,9
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",0.6666666666666669,0.07098765432098751,8
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",0.121232161242218,0.7749070997119826,8
R5_isolation_vs_mechanistic,"spearman(iso,norm)",0.2333333333333333,0.5456987782182727,9
R5_isolation_vs_mechanistic,"spearman(iso,gini)",0.7166666666666667,0.029818035695845287,9
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",-0.2333333333333333,0.5456987782182727,9
R5_isolation_vs_mechanistic,"spearman(iso,per)",-0.11666666666666665,0.7650079429261462,9
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",0.11666666666666665,0.7650079429261462,9
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",-0.5952380952380953,0.11952980613879259,8
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",-0.2616243364966139,0.49649525850600107,9
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",0.2447453470452194,0.5256309482345747,9
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",0.43885372573625553,0.23731540935901652,9
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",0.3628982732049805,0.33711197850589714,9
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",-0.3628982732049805,0.33711197850589714,9
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,9
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",0.04219747362848611,0.9141634685812965,9
