family,task,session,n_checkpoints,rsa_mean,rsa_sd,rsa_min,rsa_max,ceiling,seed_null_sd,frac_of_ceiling_max,mean_in_seed_sd
babylm-gpt2,Orth,ses-11,9,-0.006662359754773677,0.010413181581394142,-0.0281313695825841,0.002786392024827,0.3957014738594727,,0.007041651873696444,
babylm-gpt2,Orth,ses-11+,9,-0.014132208644216056,0.009793292667700088,-0.0322851995032347,-0.0032964123389986,0.5275085368785408,,-0.006249021785513968,
babylm-gpt2,Phon,ses-11,9,-0.006662359754773677,0.010413181581394142,-0.0281313695825841,0.002786392024827,0.3957014738594727,,0.007041651873696444,
babylm-gpt2,Phon,ses-11+,9,-0.014132208644216056,0.009793292667700088,-0.0322851995032347,-0.0032964123389986,0.5275085368785408,,-0.006249021785513968,
babylm-gpt2,Sem,ses-11,9,0.0117194133674714,0.007772634196153584,0.0048544215830984,0.0302289099024855,0.1854778887802807,,0.16297850973651648,
babylm-gpt2,Sem,ses-11+,9,-0.02073546515022889,0.004698484672174133,-0.0264281334122563,-0.0130003687845496,0.3135645833012561,,-0.04145993991948874,
babylm-gpt2,SemLocal,ses-11,9,-0.015667705946272,0.007496690324638902,-0.0228587083565983,-0.0035964933681734,0.2164609957480794,,-0.016614971929441984,
babylm-gpt2,SemLocal,ses-11+,9,-0.03112877443682858,0.006406435524001833,-0.0420399979592656,-0.0222376421819062,0.2085206276123859,,-0.10664480745398115,
babylm-gpt2-3,Orth,ses-11,9,-0.03748065658450241,0.007726441262131501,-0.0437936319274326,-0.0174933978480589,0.3957014738594727,,-0.04420857389647079,
babylm-gpt2-3,Orth,ses-11+,9,-0.05852561467908928,0.0076789682232905575,-0.0653262949612016,-0.0403063592335618,0.5275085368785408,,-0.0764089231087503,
babylm-gpt2-3,Phon,ses-11,9,-0.03748065658450241,0.007726441262131501,-0.0437936319274326,-0.0174933978480589,0.3957014738594727,,-0.04420857389647079,
babylm-gpt2-3,Phon,ses-11+,9,-0.05852561467908928,0.0076789682232905575,-0.0653262949612016,-0.0403063592335618,0.5275085368785408,,-0.0764089231087503,
babylm-gpt2-3,Sem,ses-11,9,-0.0050053098786242665,0.005397579776240217,-0.0156713387724248,-0.0002633408485442,0.1854778887802807,,-0.0014197964526982334,
babylm-gpt2-3,Sem,ses-11+,9,-0.019430765120409123,0.0035628282252121086,-0.025477691366105,-0.0137872207826544,0.3135645833012561,,-0.0439693177000426,
babylm-gpt2-3,SemLocal,ses-11,9,-0.023127367148355647,0.007414271655225727,-0.028526169216311,-0.0043711246384548,0.2164609957480794,,-0.02019359018167865,
babylm-gpt2-3,SemLocal,ses-11+,9,-0.0092275219649887,0.005726703626939565,-0.0163907475269932,0.0009637971813016,0.2085206276123859,,0.004622071170307333,
babylm-gpt2-5,Orth,ses-11,9,-0.037633984555811135,0.0089021833734646,-0.0445572577407114,-0.0147110598289102,0.3957014738594727,,-0.03717716713416793,
babylm-gpt2-5,Orth,ses-11+,9,-0.05681616640746756,0.0073676664632679285,-0.0643537831294292,-0.0399689874450508,0.5275085368785408,,-0.07576936608753629,
babylm-gpt2-5,Phon,ses-11,9,-0.037633984555811135,0.0089021833734646,-0.0445572577407114,-0.0147110598289102,0.3957014738594727,,-0.03717716713416793,
babylm-gpt2-5,Phon,ses-11+,9,-0.05681616640746756,0.0073676664632679285,-0.0643537831294292,-0.0399689874450508,0.5275085368785408,,-0.07576936608753629,
babylm-gpt2-5,Sem,ses-11,9,-0.0023071284997118664,0.007253540879643955,-0.0157353605492285,0.0039900413619555,0.1854778887802807,,0.021512221150425913,
babylm-gpt2-5,Sem,ses-11+,9,-0.02066749647771531,0.0015545260644113568,-0.0227339834702009,-0.0182977766524681,0.3135645833012561,,-0.058354092352606586,
babylm-gpt2-5,SemLocal,ses-11,9,-0.023431062857653243,0.006689175302566494,-0.0301899764190164,-0.0075501821418985,0.2164609957480794,,-0.03488010445394752,
babylm-gpt2-5,SemLocal,ses-11+,9,-0.010962951631742933,0.006114043941937435,-0.0195331841822483,0.0012244071899868,0.2085206276123859,,0.005871875622122247,
babylm-gpt2-7,Orth,ses-11,9,-0.037530417357303475,0.0077677859986745035,-0.0437649438226284,-0.0179018051610371,0.3957014738594727,,-0.045240683554781634,
babylm-gpt2-7,Orth,ses-11+,9,-0.05765743816344689,0.006191612771251863,-0.0622939418697273,-0.0422247400826521,0.5275085368785408,,-0.0800456052000811,
babylm-gpt2-7,Phon,ses-11,9,-0.037530417357303475,0.0077677859986745035,-0.0437649438226284,-0.0179018051610371,0.3957014738594727,,-0.045240683554781634,
babylm-gpt2-7,Phon,ses-11+,9,-0.05765743816344689,0.006191612771251863,-0.0622939418697273,-0.0422247400826521,0.5275085368785408,,-0.0800456052000811,
babylm-gpt2-7,Sem,ses-11,9,-0.0054972249427045665,0.006654330673565551,-0.0160325620117721,0.0006179269217611,0.1854778887802807,,0.003331539548054181,
babylm-gpt2-7,Sem,ses-11+,9,-0.021432583259502855,0.002441485768791438,-0.0255109986433872,-0.0182119354435274,0.3135645833012561,,-0.05808033309052109,
babylm-gpt2-7,SemLocal,ses-11,9,-0.02067796007175221,0.006007207498533109,-0.0263341940681884,-0.007793944888232,0.2164609957480794,,-0.036006232260442486,
babylm-gpt2-7,SemLocal,ses-11+,9,-0.009072393376565723,0.00795267138198927,-0.0187238216326574,0.0038036185444697,0.2085206276123859,,0.018240970152555637,
beetle-fineweb3-eng,Orth,ses-11,19,-0.008303724146589678,0.014442499126843826,-0.0374905834191924,0.019350663482647,0.3957014738594727,,0.04890217692117844,
beetle-fineweb3-eng,Orth,ses-11+,19,-0.005569024709022142,0.01192871089675711,-0.0327491557934677,0.0205063098605742,0.5275085368785408,,0.03887389194100529,
beetle-fineweb3-eng,Phon,ses-11,19,-0.008303724146589678,0.014442499126843826,-0.0374905834191924,0.019350663482647,0.3957014738594727,,0.04890217692117844,
beetle-fineweb3-eng,Phon,ses-11+,19,-0.005569024709022142,0.01192871089675711,-0.0327491557934677,0.0205063098605742,0.5275085368785408,,0.03887389194100529,
beetle-fineweb3-eng,Sem,ses-11,19,0.003585337203250826,0.012365021842741068,-0.0176121780874269,0.0316720882346705,0.1854778887802807,,0.17075937430034924,
beetle-fineweb3-eng,Sem,ses-11+,19,-0.011512397901837237,0.00885341458688881,-0.0217617284594846,0.0078253906177253,0.3135645833012561,,0.024956232414191634,
beetle-fineweb3-eng,SemLocal,ses-11,19,-0.012828902268935578,0.02039344428899957,-0.0568897435388491,0.0448881217202079,0.2164609957480794,,0.2073727951083131,
