family,model_ref,step,tokens,norm,gini,hoyer,per,condition_number,cka_to_prev
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-0,0,,22.90279238527921,0.0612614038822477,0.00623569149693,0.300869330422295,21.86114295952769,
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1,1,,22.90279238527921,0.0612614038822477,0.00623569149693,0.300869330422295,21.86114295952769,1.0
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2,2,,22.90279238527921,0.0612614038822477,0.00623569149693,0.300869330422295,21.86114295952769,1.0
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4,4,,22.902769536368687,0.061261195524391,0.0062356585454635,0.3008686694198766,21.86135811049873,0.9999999868019254
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-6,6,,22.90275678826089,0.0612608652543606,0.0062355900430923,0.3008660199588485,21.86215057208246,0.9999999544808036
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8,8,,22.90272272557647,0.0612591583382082,0.0062352323057502,0.3008648853197362,21.86307002184794,0.9999999113085934
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16,16,,22.902690573407565,0.0612489596371277,0.0062331029049678,0.3008546385022752,21.87034171422139,0.9999960535304372
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32,32,,22.907807650875576,0.0612282390308058,0.0062307648048781,0.3007511026358686,21.89678464167648,0.9999190111641542
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-64,64,,23.39549903490973,0.0644549501955761,0.0070442297476226,0.2731178919604211,24.731270054881183,0.949356669120086
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-128,128,,30.282228507957488,0.1159107052750429,0.0277798697684351,0.1743588734048942,58.10135214193212,0.8241279264191899
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-256,256,,31.40932411256295,0.101536232279559,0.0201096571577985,0.2325981227033149,37.66632889575622,0.7413337249077497
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-512,512,,28.967891529928,0.0906131350939579,0.0154721161681145,0.2405394363575877,30.79149787180924,0.7668076213429192
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-1024,1024,,33.24820253551665,0.0864355660933132,0.0140562338673585,0.2133621913028045,39.85955800412189,0.8263825019338414
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-2048,2048,,47.38779277258162,0.0874003523578988,0.0139806829305661,0.204945655877485,42.801630903334974,0.8024683717417253
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-4096,4096,,72.87687662678073,0.0903621781630728,0.0154865997798622,0.2042530731018,39.39902759357897,0.8323849732475456
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-8192,8192,,105.52005611996898,0.1030556609951517,0.034131881089572,0.226947403618286,35.44231781275811,0.8283834711274795
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-16384,16384,,157.08176513015428,0.1325998752519536,0.1515251752183424,0.1786156163039245,47.14417954273817,0.7906373691182227
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-32768,32768,,214.16039931791053,0.1605539120058602,0.2985289889783859,0.1197957965677516,62.86397800451275,0.7999848619325736
beetle-fineweb3-eng,Beetle-FineWeb3-24B/beetle-monolingual-fineweb3-eng@step-65536,65536,,249.2513525767194,0.1793822578508164,0.3919559353606369,0.110067065497114,61.75941879812366,0.8955842096584679
