claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",-0.4000000000000001,0.22286835013352002,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",0.30000000000000004,0.37008312228206786,11
R2_partial_control_step,"partial(rsa,norm|step)",0.24545454545454545,0.4669223669820163,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",0.20909090909090913,0.5372209352113229,11
R2_partial_control_step,"partial(rsa,gini|step)",0.23636363636363636,0.4840911622253965,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",0.20909090909090913,0.5372209352113229,11
R2_partial_control_step,"partial(rsa,hoyer|step)",0.23636363636363636,0.4840911622253965,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",-0.15454545454545454,0.65003396549758,11
R2_partial_control_step,"partial(rsa,per|step)",-0.3181818181818182,0.34029761418190363,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",0.30000000000000004,0.37008312228206786,11
R2_partial_control_step,"partial(rsa,condition_number|step)",0.4000000000000001,0.22286835013352002,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",0.0303030303030303,0.9337729580941466,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",0.309090909090909,0.3848412302612835,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",0.09090909090909091,0.7903727377532903,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",-0.4272727272727273,0.189943724965427,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",-0.4272727272727273,0.189943724965427,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",-0.38181818181818183,0.24655957577897006,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",0.39090909090909093,0.23454006709519432,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",-0.12727272727272726,0.7260570147627894,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",-0.7818181818181819,0.0044731622527830394,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",-0.6000000000000001,0.05100326070695074,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",-0.6000000000000001,0.05100326070695074,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",0.29090909090909095,0.38545696969136556,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",-0.4272727272727273,0.189943724965427,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",-0.39090909090909093,0.23454006709519432,11
