claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",-0.018181818181818184,0.9576852410216187,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",-0.8272727272727273,0.001676973896452378,11
R2_partial_control_step,"partial(rsa,norm|step)",-0.8181818181818182,0.0020831448404786904,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",-0.7272727272727273,0.011204967253592057,11
R2_partial_control_step,"partial(rsa,gini|step)",-0.790909090909091,0.003746082953397406,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",-0.5545454545454546,0.07665233333978251,11
R2_partial_control_step,"partial(rsa,hoyer|step)",-0.48181818181818187,0.1334338382568288,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.22727272727272727,0.501535667604937,11
R2_partial_control_step,"partial(rsa,per|step)",0.33636363636363636,0.31182431390038623,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.4272727272727273,0.189943724965427,11
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.4090909090909091,0.2115450103420961,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",0.05454545454545454,0.8810361811618526,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",-0.17575757575757575,0.6271883447764844,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",0.08181818181818183,0.8109903943000458,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",0.6181818181818182,0.042645569805326695,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",0.7090909090909092,0.014552051953727704,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.6272727272727273,0.03884525362035334,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.48181818181818187,0.1334338382568288,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",-0.18787878787878787,0.603217610029209,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",0.350798176635218,0.29017357578118624,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",-0.4646936885297694,0.1498485574804418,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",-0.4054680223446026,0.21601578652600828,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.6970405327946539,0.017133034845219823,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.4145796632961667,0.20487715111917162,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",0.086560589039859,0.8002206347159757,11
