claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",-0.21818181818181823,0.519248247554982,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",-0.5909090909090909,0.05557560428877463,11
R2_partial_control_step,"partial(rsa,norm|step)",-0.5454545454545455,0.08265095734417506,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",-0.4909090909090909,0.12520440713849534,11
R2_partial_control_step,"partial(rsa,gini|step)",-0.6636363636363638,0.025984133918765504,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",-0.6636363636363638,0.025984133918765504,11
R2_partial_control_step,"partial(rsa,hoyer|step)",-0.7181818181818183,0.01279959806885844,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.18181818181818182,0.5926152128455,11
R2_partial_control_step,"partial(rsa,per|step)",0.09090909090909091,0.7903727377532903,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.24545454545454545,0.4669223669820163,11
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.17272727272727276,0.6115423848512369,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",-0.23636363636363633,0.5108853175152002,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",-0.2121212121212121,0.5563057751029299,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",0.08181818181818183,0.8109903943000458,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",0.3727272727272728,0.25892587368422215,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",0.5090909090909091,0.10973723224165641,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.6181818181818182,0.042645569805326695,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.21818181818181823,0.519248247554982,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.07878787878787878,0.8287173946974606,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",0.24545454545454545,0.4669223669820163,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",-0.5090909090909091,0.10973723224165641,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",-0.3090909090909091,0.3550284397015071,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.5727272727272729,0.06554305260101842,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.13636363636363638,0.6893090205863619,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",-0.21818181818181823,0.519248247554982,11
