claim,stat,value,p,n
R1_alignment_rises,"spearman(step,rsa)",0.5909090909090909,0.05557560428877463,11
R2_alignment_vs_mechanistic,"spearman(rsa,norm)",-0.6000000000000001,0.05100326070695074,11
R2_partial_control_step,"partial(rsa,norm|step)",-0.4272727272727273,0.189943724965427,11
R2_alignment_vs_mechanistic,"spearman(rsa,gini)",-0.4272727272727273,0.189943724965427,11
R2_partial_control_step,"partial(rsa,gini|step)",-0.1272727272727273,0.7092146257733047,11
R2_alignment_vs_mechanistic,"spearman(rsa,hoyer)",-0.30000000000000004,0.37008312228206786,11
R2_partial_control_step,"partial(rsa,hoyer|step)",0.009090909090909092,0.9788365001441937,11
R2_alignment_vs_mechanistic,"spearman(rsa,per)",0.4909090909090909,0.12520440713849534,11
R2_partial_control_step,"partial(rsa,per|step)",0.7454545454545456,0.00845472888506156,11
R2_alignment_vs_mechanistic,"spearman(rsa,condition_number)",-0.5363636363636364,0.08895341813596276,11
R2_partial_control_step,"partial(rsa,condition_number|step)",-0.6636363636363638,0.025984133918765504,11
R2_alignment_vs_mechanistic,"spearman(rsa,cka_to_prev)",0.5636363636363636,0.08972402831709125,10
R2_partial_control_step,"partial(rsa,cka_to_prev|step)",0.3696969696969697,0.2930500752928223,10
R5_isolation_vs_mechanistic,"spearman(iso,norm)",-0.009090909090909092,0.9788365001441937,11
R5_isolation_vs_mechanistic,"spearman(iso,gini)",0.41818181818181827,0.20057021703405067,11
R5_isolation_vs_mechanistic,"spearman(iso,hoyer)",0.4272727272727273,0.189943724965427,11
R5_isolation_vs_mechanistic,"spearman(iso,per)",0.7363636363636363,0.009759535959916903,11
R5_isolation_vs_mechanistic,"spearman(iso,condition_number)",-0.6000000000000001,0.05100326070695074,11
R5_isolation_vs_mechanistic,"spearman(iso,cka_to_prev)",0.49090909090909085,0.14965567342083677,10
R2b_behaviour_vs_mechanistic,"spearman(acc,norm)",-0.3272727272727273,0.32589494101284167,11
R2b_behaviour_vs_mechanistic,"spearman(acc,gini)",-0.7454545454545456,0.00845472888506156,11
R2b_behaviour_vs_mechanistic,"spearman(acc,hoyer)",-0.6181818181818182,0.042645569805326695,11
R2b_behaviour_vs_mechanistic,"spearman(acc,per)",-0.10000000000000002,0.7698749998921366,11
R2b_behaviour_vs_mechanistic,"spearman(acc,condition_number)",0.03636363636363637,0.9154683168905347,11
R2b_behaviour_vs_mechanistic,"spearman(acc,cka_to_prev)",,,11
R2b_behaviour_vs_alignment,"spearman(acc,rsa)",0.7454545454545456,0.00845472888506156,11
