variant,task,session,control,n_stim,ceiling,frac_of_ceiling,within_run_normalized,rsa,p_perm,null_mean,null_sd,z,kind,p_holm,significant
corrected,Orth,ses-11,word_frequency,96,0.39570130848710416,-0.020424673035248544,True,-0.008082069845469123,0.6520695860827834,-1.0791568103904492e-05,0.017906756409571574,-0.45073926803405867,stimulus,1.0,False
corrected,Orth,ses-11,condition,96,0.39570130848710416,0.07270505272725508,True,0.028769484497798738,0.04259148170365927,-0.00011494412178598134,0.014356453078205503,2.011947412095969,stimulus,1.0,False
corrected,Orth,ses-11,text_edit_distance,96,0.39570130848710416,0.022888071450622723,True,0.009056839821757744,0.5508898220355929,-1.0477526104357194e-05,0.015449269073965712,0.5869091478609143,stimulus,1.0,False
corrected,Orth,ses-11,visual_pixels,96,0.39570130848710416,0.00271721397394472,True,0.0010752051249293699,0.9496100779844031,-0.0004458959791323024,0.01694541279938623,0.08976477126759652,stimulus,1.0,False
corrected,Orth,ses-11,visual_luminance,96,0.39570130848710416,-0.04851449398594232,True,-0.019197248750827123,0.23255348930213957,-0.0002221176019292801,0.016593714284517353,-1.1435131895370128,stimulus,1.0,False
corrected,Orth,ses-11+,word_frequency,96,0.527508409316547,-0.011850042613785625,True,-0.006250997129531351,0.7878424315136973,4.6552402272122715e-05,0.02221227293557509,-0.28351666440375073,stimulus,1.0,False
corrected,Orth,ses-11+,condition,96,0.527508409316547,0.0576380092864429,True,0.030404534594863857,0.03219356128774245,-0.0002463259116723072,0.013853314795930178,2.2125289835562123,stimulus,1.0,False
corrected,Orth,ses-11+,text_edit_distance,96,0.527508409316547,0.03186782501019384,True,0.016810545679505424,0.28854229154169164,-6.753182690551155e-05,0.01608935784253567,1.0490212021228777,stimulus,1.0,False
corrected,Orth,ses-11+,visual_pixels,96,0.527508409316547,-0.036065235234995996,True,-0.01902471487043982,0.3169366126774645,-0.00012087693527831869,0.019687995635946375,-0.9601707702376098,stimulus,1.0,False
corrected,Orth,ses-11+,visual_luminance,96,0.527508409316547,-0.07311963890098433,True,-0.03857122440645855,0.04359128174365127,-6.136113657118467e-05,0.01920527005153675,-2.0051716619731024,stimulus,1.0,False
corrected,Phon,ses-11,word_frequency,96,0.39570130848710416,-0.020424673035248544,True,-0.008082069845469123,0.6520695860827834,-1.0791568103904492e-05,0.017906756409571574,-0.45073926803405867,stimulus,1.0,False
corrected,Phon,ses-11,condition,96,0.39570130848710416,0.018793289014105458,True,0.007436529053657849,0.5810837832433513,0.00019878910424256943,0.01466440021218976,0.49355853933291866,stimulus,1.0,False
corrected,Phon,ses-11,text_edit_distance,96,0.39570130848710416,0.022888071450622723,True,0.009056839821757744,0.5508898220355929,-1.0477526104357194e-05,0.015449269073965712,0.5869091478609143,stimulus,1.0,False
corrected,Phon,ses-11,visual_pixels,96,0.39570130848710416,0.00271721397394472,True,0.0010752051249293699,0.9496100779844031,-0.0004458959791323024,0.01694541279938623,0.08976477126759652,stimulus,1.0,False
corrected,Phon,ses-11,visual_luminance,96,0.39570130848710416,-0.04851449398594232,True,-0.019197248750827123,0.23255348930213957,-0.0002221176019292801,0.016593714284517353,-1.1435131895370128,stimulus,1.0,False
corrected,Phon,ses-11+,word_frequency,96,0.527508409316547,-0.011850042613785625,True,-0.006250997129531351,0.7878424315136973,4.6552402272122715e-05,0.02221227293557509,-0.28351666440375073,stimulus,1.0,False
corrected,Phon,ses-11+,condition,96,0.527508409316547,0.017917128412786622,True,0.00945143590854938,0.48210357928414316,-1.3137112724050581e-05,0.014515363017852518,0.6520383271834721,stimulus,1.0,False
corrected,Phon,ses-11+,text_edit_distance,96,0.527508409316547,0.03186782501019384,True,0.016810545679505424,0.28854229154169164,-6.753182690551155e-05,0.01608935784253567,1.0490212021228777,stimulus,1.0,False
corrected,Phon,ses-11+,visual_pixels,96,0.527508409316547,-0.036065235234995996,True,-0.01902471487043982,0.3169366126774645,-0.00012087693527831869,0.019687995635946375,-0.9601707702376098,stimulus,1.0,False
corrected,Phon,ses-11+,visual_luminance,96,0.527508409316547,-0.07311963890098433,True,-0.03857122440645855,0.04359128174365127,-6.136113657118467e-05,0.01920527005153675,-2.0051716619731024,stimulus,1.0,False
corrected,Sem,ses-11,word_frequency,72,0.18547822688106827,0.043679023272068636,True,0.008101507788400207,0.5832833433313337,-2.6535040513190668e-05,0.01482472312737267,0.5482761977090377,stimulus,1.0,False
corrected,Sem,ses-11,condition,72,0.18547822688106827,-0.14561342941460487,True,-0.0270081206978925,0.16556688662267546,-0.00042644527524625923,0.0198589214161331,-1.3385256361260964,stimulus,1.0,False
corrected,Sem,ses-11,text_edit_distance,72,0.18547822688106827,-0.06190204872543163,True,-0.011481482237898551,0.5582883423315337,0.0003287471662639015,0.019328720795306176,-0.6110197114761703,stimulus,1.0,False
corrected,Sem,ses-11,visual_pixels,72,0.18547822688106827,-0.04080594516160773,True,-0.0075686143547811086,0.634873025394921,1.1902972004205459e-05,0.016394355866284627,-0.46238579839006905,stimulus,1.0,False
corrected,Sem,ses-11,visual_luminance,72,0.18547822688106827,0.026924806043539574,True,0.004993965284072391,0.7538492301539692,-0.00031648462535002314,0.016644935990710062,0.3190429757174952,stimulus,1.0,False
corrected,Sem,ses-11+,word_frequency,72,0.313564737622646,0.013347094715254689,True,0.004185178252413441,0.7836432713457309,0.00011389836190510869,0.015832358454454163,0.2571492997687782,stimulus,1.0,False
corrected,Sem,ses-11+,condition,72,0.313564737622646,-0.013806785871429557,True,-0.004329321189186865,0.8208358328334333,-1.9763730794876555e-05,0.019553709379002943,-0.2203959041551092,stimulus,1.0,False
corrected,Sem,ses-11+,text_edit_distance,72,0.313564737622646,0.04092564422434885,True,0.012832838893245704,0.5020995800839833,-0.00025070015021561016,0.019270791238807504,0.6789310766044087,stimulus,1.0,False
corrected,Sem,ses-11+,visual_pixels,72,0.313564737622646,-0.06491985727691992,True,-0.020356578013537015,0.236752649470106,1.6115333279860877e-05,0.017495771484939006,-1.164435267298158,stimulus,1.0,False
corrected,Sem,ses-11+,visual_luminance,72,0.313564737622646,-0.02292061807487852,True,-0.00718709759279816,0.6876624675064987,6.910434146438899e-05,0.01773327353083105,-0.40918569948395256,stimulus,1.0,False
corrected,SemLocal,ses-11,condition,48,0.21646061921350537,-0.04410663575191852,True,-0.009547349686284817,0.74625074985003,-9.958762575789844e-05,0.030539110074135956,-0.3093659912578464,stimulus,1.0,False
corrected,SemLocal,ses-11,text_edit_distance,48,0.21646061921350537,0.06551202435132095,True,0.014180773357017173,0.6216756648670266,-0.00012417428387627533,0.029127296988165324,0.49111826772716183,stimulus,1.0,False
corrected,SemLocal,ses-11,visual_pixels,48,0.21646061921350537,0.019075761424468193,True,0.004129151129909484,0.8654269146170765,-0.00016902556320815956,0.024888610203960868,0.17269653298121562,stimulus,1.0,False
corrected,SemLocal,ses-11,visual_luminance,48,0.21646061921350537,0.003199687908117817,True,0.0006926064258811484,0.9794041191761648,-0.00014108147209439208,0.02571505739731953,0.032420223103605504,stimulus,1.0,False
corrected,SemLocal,ses-11+,condition,48,0.20851870268800318,-0.1537100862893044,True,-0.03205142778310678,0.27954409118176365,0.0006874952288243957,0.030027962431580867,-1.0902812032430436,stimulus,1.0,False
corrected,SemLocal,ses-11+,text_edit_distance,48,0.20851870268800318,-0.012406136571317786,True,-0.002586911503221377,0.9284143171365726,-0.00035708807077412114,0.029186139322049404,-0.0764000818253574,stimulus,1.0,False
corrected,SemLocal,ses-11+,visual_pixels,48,0.20851870268800318,-0.04384865323138283,True,-0.009143264286424067,0.7134573085382924,5.398562332387458e-05,0.025745842881741438,-0.3572324258963477,stimulus,1.0,False
corrected,SemLocal,ses-11+,visual_luminance,48,0.20851870268800318,-0.04954604207289996,True,-0.010331276416366324,0.6986602679464107,-0.00047866364655031735,0.027256305848638352,-0.3614801222208451,stimulus,1.0,False
