family,step,layer,per,gini,hoyer,norm,condition_number
beetle-fineweb3-eng,0,0,0.4456027778405167,0.04860131371276951,0.003956337664373923,15.793440805584533,12.888669906287605
beetle-fineweb3-eng,0,1,0.4037943871074326,0.051103659525414624,0.004327396839684586,16.984155777601117,14.5630841220278
beetle-fineweb3-eng,0,2,0.36934861279328274,0.05490528625488859,0.00506990967990707,18.19137859189395,16.130410703878862
beetle-fineweb3-eng,0,3,0.3364125292612225,0.057442823385773334,0.005556454470943051,19.33125370801304,18.2322423028426
beetle-fineweb3-eng,0,4,0.3147233369709028,0.05733502127512239,0.005462652359075355,20.469514926856434,19.811242060986945
beetle-fineweb3-eng,0,5,0.29241887020976826,0.062486918011904834,0.0064492449418204695,21.61193924149094,21.487467956607283
beetle-fineweb3-eng,0,6,0.282926199450115,0.06222583654741243,0.006402235622083067,22.56341387261306,22.441708628155983
beetle-fineweb3-eng,0,7,0.27727849905252816,0.06211422335555664,0.006374512177106618,23.600979696121158,22.89115396717366
beetle-fineweb3-eng,0,8,0.26875190695762274,0.0633282484439494,0.006518637279700234,24.545460791917254,23.818650114420464
beetle-fineweb3-eng,0,9,0.26097233694988176,0.06585609324837167,0.007003630626001043,25.53249723317142,24.55054043838871
beetle-fineweb3-eng,0,10,0.24686937927703614,0.06625733326601428,0.0071138617873090495,26.601303608363093,26.25107004191343
beetle-fineweb3-eng,0,11,0.2448025218349961,0.06719749090844163,0.0073231426881483425,27.515872474609317,26.594895497806995
beetle-fineweb3-eng,0,12,0.23635959603796203,0.0691850147480942,0.007834703414621462,28.487651398600136,27.61482444990995
beetle-fineweb3-eng,0,13,0.2319096721688628,0.06962039166775558,0.007906961406246322,29.410231267073424,28.780041242987334
beetle-fineweb3-eng,1,0,0.4456027778405167,0.04860131371276951,0.003956337664373923,15.793440805584533,12.888669906287605
beetle-fineweb3-eng,1,1,0.4037943871074326,0.051103659525414624,0.004327396839684586,16.984155777601117,14.5630841220278
beetle-fineweb3-eng,1,2,0.36934861279328274,0.05490528625488859,0.00506990967990707,18.19137859189395,16.130410703878862
beetle-fineweb3-eng,1,3,0.3364125292612225,0.057442823385773334,0.005556454470943051,19.33125370801304,18.2322423028426
beetle-fineweb3-eng,1,4,0.3147233369709028,0.05733502127512239,0.005462652359075355,20.469514926856434,19.811242060986945
beetle-fineweb3-eng,1,5,0.29241887020976826,0.062486918011904834,0.0064492449418204695,21.61193924149094,21.487467956607283
beetle-fineweb3-eng,1,6,0.282926199450115,0.06222583654741243,0.006402235622083067,22.56341387261306,22.441708628155983
beetle-fineweb3-eng,1,7,0.27727849905252816,0.06211422335555664,0.006374512177106618,23.600979696121158,22.89115396717366
beetle-fineweb3-eng,1,8,0.26875190695762274,0.0633282484439494,0.006518637279700234,24.545460791917254,23.818650114420464
beetle-fineweb3-eng,1,9,0.26097233694988176,0.06585609324837167,0.007003630626001043,25.53249723317142,24.55054043838871
beetle-fineweb3-eng,1,10,0.24686937927703614,0.06625733326601428,0.0071138617873090495,26.601303608363093,26.25107004191343
beetle-fineweb3-eng,1,11,0.2448025218349961,0.06719749090844163,0.0073231426881483425,27.515872474609317,26.594895497806995
beetle-fineweb3-eng,1,12,0.23635959603796203,0.0691850147480942,0.007834703414621462,28.487651398600136,27.61482444990995
beetle-fineweb3-eng,1,13,0.2319096721688628,0.06962039166775558,0.007906961406246322,29.410231267073424,28.780041242987334
beetle-fineweb3-eng,2,0,0.4456027778405167,0.04860131371276951,0.003956337664373923,15.793440805584533,12.888669906287605
beetle-fineweb3-eng,2,1,0.4037943871074326,0.051103659525414624,0.004327396839684586,16.984155777601117,14.5630841220278
beetle-fineweb3-eng,2,2,0.36934861279328274,0.05490528625488859,0.00506990967990707,18.19137859189395,16.130410703878862
beetle-fineweb3-eng,2,3,0.3364125292612225,0.057442823385773334,0.005556454470943051,19.33125370801304,18.2322423028426
beetle-fineweb3-eng,2,4,0.3147233369709028,0.05733502127512239,0.005462652359075355,20.469514926856434,19.811242060986945
beetle-fineweb3-eng,2,5,0.29241887020976826,0.062486918011904834,0.0064492449418204695,21.61193924149094,21.487467956607283
beetle-fineweb3-eng,2,6,0.282926199450115,0.06222583654741243,0.006402235622083067,22.56341387261306,22.441708628155983
beetle-fineweb3-eng,2,7,0.27727849905252816,0.06211422335555664,0.006374512177106618,23.600979696121158,22.89115396717366
beetle-fineweb3-eng,2,8,0.26875190695762274,0.0633282484439494,0.006518637279700234,24.545460791917254,23.818650114420464
beetle-fineweb3-eng,2,9,0.26097233694988176,0.06585609324837167,0.007003630626001043,25.53249723317142,24.55054043838871
beetle-fineweb3-eng,2,10,0.24686937927703614,0.06625733326601428,0.0071138617873090495,26.601303608363093,26.25107004191343
beetle-fineweb3-eng,2,11,0.2448025218349961,0.06719749090844163,0.0073231426881483425,27.515872474609317,26.594895497806995
beetle-fineweb3-eng,2,12,0.23635959603796203,0.0691850147480942,0.007834703414621462,28.487651398600136,27.61482444990995
beetle-fineweb3-eng,2,13,0.2319096721688628,0.06962039166775558,0.007906961406246322,29.410231267073424,28.780041242987334
beetle-fineweb3-eng,4,0,0.4456031648400808,0.04860145617467696,0.003956344626443187,15.793438446807448,12.888658688765723
beetle-fineweb3-eng,4,1,0.40379467361775295,0.05110422580456323,0.004327480149277327,16.98414799720733,14.563084720104268
beetle-fineweb3-eng,4,2,0.36934835163049123,0.054906598275165454,0.005070134677885143,18.19137444532708,16.130598964772304
beetle-fineweb3-eng,4,3,0.33641348385566383,0.057444481937406255,0.00555674738030949,19.331228319335782,18.232314608940552
beetle-fineweb3-eng,4,4,0.3147234773100718,0.057336536378464,0.005463003028034068,20.469489749877543,19.81133833910542
beetle-fineweb3-eng,4,5,0.2924168583471245,0.062488781480409816,0.0064496258619575406,21.611930241306496,21.48773126140411
beetle-fineweb3-eng,4,6,0.28292429937985714,0.06222676564226296,0.006402399911919962,22.563395667514172,22.441866412986197
beetle-fineweb3-eng,4,7,0.2772747666496207,0.06211548936415001,0.00637477490848287,23.60099877929139,22.891342640961525
beetle-fineweb3-eng,4,8,0.26874773354407044,0.06332851018453726,0.006518719613721846,24.545509147358686,23.818845213614242
beetle-fineweb3-eng,4,9,0.2609712318422239,0.06585555170734884,0.007003589614116224,25.532498761049986,24.550668077534567
beetle-fineweb3-eng,4,10,0.24686821581537483,0.06625526584318875,0.007113488931381659,26.60128384244226,26.251296431781462
beetle-fineweb3-eng,4,11,0.24480430780405513,0.06719319203165908,0.007322394181447779,27.51578797137839,26.59529999016332
beetle-fineweb3-eng,4,12,0.236359721595678,0.06918139780824022,0.007834014538457409,28.48758122086841,27.61562939418696
beetle-fineweb3-eng,4,13,0.23191108564620722,0.06961848470940198,0.007906502213055205,29.410108919396645,28.78033880266154
beetle-fineweb3-eng,6,0,0.4456033906679403,0.048601737176900674,0.0039563678207060115,15.793434320138363,12.888712017990873
beetle-fineweb3-eng,6,1,0.40379308136740505,0.05110548667862943,0.004327679548651587,16.98414693487907,14.563280417780819
beetle-fineweb3-eng,6,2,0.36934791420127505,0.05490880339392904,0.005070523066183363,18.19136520466406,16.131060889733146
beetle-fineweb3-eng,6,3,0.33641545082678165,0.05744743177837656,0.0055572897880330875,19.33117842023722,18.23256410328405
beetle-fineweb3-eng,6,4,0.31472461355551434,0.05733881568202944,0.00546354333384712,20.469432615681747,19.811710321442362
